SEQ='BE'     NUCCHG=18                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  76358438.3   NPRNTI= 3   NPRNTF= 3
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S1                 (2)0( 0.5)        0.0 
     2          2P1                 (2)1( 0.5)   262317.2 
     3          2P1                 (2)1( 1.5)   286598.3 

   IC RESOLVED LEVEL INDEXING           BWNR=  83257501.5   NLVL= 466
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    47       5.51E-13  3.89E-13  2.46E-13  1.73E-13  1.21E-13  7.53E-14  5.18E-14  3.50E-14  2.00E-14  1.25E-14
             7.40E-15  3.33E-15  1.66E-15  7.68E-16  2.50E-16  9.99E-17  3.84E-17  1.04E-17  3.76E-18
    48       9.71E-13  6.86E-13  4.32E-13  3.04E-13  2.13E-13  1.30E-13  8.79E-14  5.74E-14  3.01E-14  1.70E-14
             8.81E-15  3.22E-15  1.37E-15  5.49E-16  1.53E-16  5.61E-17  2.02E-17  5.19E-18  1.84E-18
    49       1.37E-12  9.65E-13  6.07E-13  4.25E-13  2.95E-13  1.77E-13  1.16E-13  7.14E-14  3.35E-14  1.70E-14
             7.82E-15  2.47E-15  9.64E-16  3.61E-16  9.48E-17  3.40E-17  1.21E-17  3.07E-18  1.09E-18
    50       1.66E-12  1.17E-12  7.33E-13  5.10E-13  3.49E-13  2.03E-13  1.27E-13  7.32E-14  3.06E-14  1.41E-14
             5.95E-15  1.72E-15  6.41E-16  2.33E-16  6.00E-17  2.14E-17  7.57E-18  1.92E-18  6.79E-19
    51       1.72E-12  1.21E-12  7.54E-13  5.20E-13  3.50E-13  1.94E-13  1.15E-13  6.17E-14  2.32E-14  9.94E-15
             3.95E-15  1.09E-15  3.96E-16  1.42E-16  3.63E-17  1.29E-17  4.56E-18  1.16E-18  4.09E-19
    52       1.46E-12  1.03E-12  6.34E-13  4.31E-13  2.84E-13  1.49E-13  8.31E-14  4.18E-14  1.44E-14  5.82E-15
             2.23E-15  5.94E-16  2.14E-16  7.64E-17  1.94E-17  6.89E-18  2.44E-18  6.17E-19  2.18E-19
    53       9.59E-13  6.70E-13  4.09E-13  2.74E-13  1.75E-13  8.69E-14  4.57E-14  2.16E-14  6.91E-15  2.69E-15
             1.01E-15  2.64E-16  9.44E-17  3.36E-17  8.52E-18  3.02E-18  1.07E-18  2.70E-19  9.55E-20
    54       4.32E-13  3.00E-13  1.81E-13  1.19E-13  7.37E-14  3.44E-14  1.71E-14  7.64E-15  2.32E-15  8.80E-16
             3.24E-16  8.39E-17  2.99E-17  1.06E-17  2.69E-18  9.53E-19  3.37E-19  8.53E-20  3.01E-20
    55       1.00E-13  6.93E-14  4.11E-14  2.64E-14  1.58E-14  6.94E-15  3.28E-15  1.40E-15  4.09E-16  1.52E-16
             5.54E-17  1.43E-17  5.07E-18  1.80E-18  4.56E-19  1.61E-19  5.70E-20  1.44E-20  5.10E-21

   INREP
   -----
     2       4.67E-11  3.30E-11  2.09E-11  1.47E-11  1.04E-11  6.54E-12  4.58E-12  3.18E-12  1.90E-12  1.25E-12
             7.80E-13  3.82E-13  2.06E-13  1.04E-13  3.84E-14  1.70E-14  7.24E-15  2.21E-15  8.73E-16
     3       3.22E-11  2.28E-11  1.44E-11  1.02E-11  7.15E-12  4.46E-12  3.09E-12  2.11E-12  1.21E-12  7.61E-13
             4.52E-13  2.07E-13  1.07E-13  5.27E-14  1.92E-14  8.49E-15  3.63E-15  1.12E-15  4.44E-16
     4       2.36E-11  1.67E-11  1.05E-11  7.40E-12  5.19E-12  3.21E-12  2.19E-12  1.46E-12  7.99E-13  4.77E-13
             2.68E-13  1.14E-13  5.64E-14  2.66E-14  9.26E-15  4.01E-15  1.68E-15  5.09E-16  2.00E-16
     5       1.88E-11  1.32E-11  8.34E-12  5.86E-12  4.09E-12  2.50E-12  1.68E-12  1.09E-12  5.67E-13  3.24E-13
             1.74E-13  7.06E-14  3.37E-14  1.54E-14  5.23E-15  2.22E-15  9.21E-16  2.76E-16  1.08E-16
     6       1.56E-11  1.10E-11  6.92E-12  4.85E-12  3.37E-12  2.03E-12  1.33E-12  8.42E-13  4.21E-13  2.32E-13
             1.21E-13  4.70E-14  2.19E-14  9.82E-15  3.26E-15  1.37E-15  5.62E-16  1.67E-16  6.49E-17
     7       1.34E-11  9.43E-12  5.92E-12  4.13E-12  2.85E-12  1.69E-12  1.09E-12  6.73E-13  3.24E-13  1.73E-13
             8.76E-14  3.30E-14  1.51E-14  6.67E-15  2.18E-15  9.07E-16  3.70E-16  1.09E-16  4.22E-17
     8       1.17E-11  8.25E-12  5.16E-12  3.59E-12  2.46E-12  1.44E-12  9.11E-13  5.48E-13  2.55E-13  1.33E-13
             6.58E-14  2.42E-14  1.09E-14  4.75E-15  1.53E-15  6.34E-16  2.57E-16  7.53E-17  2.91E-17
     9       1.04E-11  7.33E-12  4.58E-12  3.17E-12  2.16E-12  1.24E-12  7.72E-13  4.54E-13  2.05E-13  1.05E-13
             5.08E-14  1.83E-14  8.12E-15  3.51E-15  1.12E-15  4.61E-16  1.86E-16  5.43E-17  2.09E-17
    10       9.39E-12  6.60E-12  4.11E-12  2.83E-12  1.91E-12  1.08E-12  6.61E-13  3.82E-13  1.68E-13  8.42E-14
             4.02E-14  1.42E-14  6.24E-15  2.68E-15  8.47E-16  3.47E-16  1.39E-16  4.05E-17  1.56E-17
    11       8.54E-12  6.00E-12  3.72E-12  2.55E-12  1.71E-12  9.49E-13  5.72E-13  3.24E-13  1.39E-13  6.87E-14
             3.23E-14  1.13E-14  4.91E-15  2.09E-15  6.56E-16  2.68E-16  1.07E-16  3.10E-17  1.19E-17
    12       7.83E-12  5.49E-12  3.39E-12  2.32E-12  1.54E-12  8.41E-13  4.99E-13  2.78E-13  1.17E-13  5.69E-14
             2.65E-14  9.11E-15  3.94E-15  1.67E-15  5.20E-16  2.11E-16  8.43E-17  2.44E-17  9.33E-18
    13       7.23E-12  5.06E-12  3.12E-12  2.12E-12  1.39E-12  7.50E-13  4.39E-13  2.41E-13  9.93E-14  4.77E-14
             2.20E-14  7.47E-15  3.21E-15  1.35E-15  4.19E-16  1.70E-16  6.76E-17  1.95E-17  7.46E-18
    14       6.71E-12  4.69E-12  2.88E-12  1.94E-12  1.27E-12  6.72E-13  3.88E-13  2.10E-13  8.51E-14  4.04E-14
             1.84E-14  6.21E-15  2.65E-15  1.11E-15  3.43E-16  1.39E-16  5.51E-17  1.59E-17  6.06E-18
    15       6.28E-12  4.39E-12  2.68E-12  1.80E-12  1.17E-12  6.08E-13  3.46E-13  1.85E-13  7.36E-14  3.46E-14
             1.57E-14  5.23E-15  2.22E-15  9.26E-16  2.85E-16  1.15E-16  4.55E-17  1.30E-17  4.97E-18
    16       5.89E-12  4.11E-12  2.50E-12  1.67E-12  1.07E-12  5.50E-13  3.09E-13  1.63E-13  6.40E-14  2.98E-14
             1.34E-14  4.44E-15  1.88E-15  7.80E-16  2.39E-16  9.60E-17  3.80E-17  1.09E-17  4.14E-18
    17       5.22E-12  3.63E-12  2.19E-12  1.44E-12  9.11E-13  4.55E-13  2.50E-13  1.29E-13  4.94E-14  2.27E-14
             1.00E-14  3.29E-15  1.38E-15  5.69E-16  1.73E-16  6.94E-17  2.74E-17  7.81E-18  2.96E-18
    18       4.70E-12  3.25E-12  1.94E-12  1.26E-12  7.85E-13  3.82E-13  2.06E-13  1.04E-13  3.91E-14  1.77E-14
             7.77E-15  2.51E-15  1.05E-15  4.30E-16  1.30E-16  5.19E-17  2.04E-17  5.81E-18  2.20E-18
    19       4.26E-12  2.93E-12  1.73E-12  1.12E-12  6.83E-13  3.25E-13  1.72E-13  8.56E-14  3.15E-14  1.41E-14
             6.14E-15  1.97E-15  8.15E-16  3.33E-16  1.00E-16  3.99E-17  1.57E-17  4.45E-18  1.69E-18
    20       3.71E-12  2.54E-12  1.48E-12  9.37E-13  5.61E-13  2.59E-13  1.34E-13  6.52E-14  2.35E-14  1.04E-14
             4.46E-15  1.41E-15  5.81E-16  2.36E-16  7.07E-17  2.80E-17  1.10E-17  3.11E-18  1.17E-18
    21       3.17E-12  2.15E-12  1.23E-12  7.58E-13  4.42E-13  1.96E-13  9.89E-14  4.72E-14  1.66E-14  7.23E-15
             3.07E-15  9.59E-16  3.92E-16  1.58E-16  4.70E-17  1.86E-17  7.24E-18  2.04E-18  7.71E-19
    22       2.58E-12  1.72E-12  9.52E-13  5.71E-13  3.21E-13  1.36E-13  6.65E-14  3.09E-14  1.06E-14  4.53E-15
             1.90E-15  5.85E-16  2.37E-16  9.49E-17  2.80E-17  1.10E-17  4.27E-18  1.20E-18  4.53E-19
    23       2.28E-12  1.51E-12  8.16E-13  4.80E-13  2.65E-13  1.10E-13  5.26E-14  2.41E-14  8.12E-15  3.45E-15
             1.43E-15  4.39E-16  1.77E-16  7.07E-17  2.07E-17  8.13E-18  3.15E-18  8.85E-19  3.33E-19
    24       1.94E-12  1.26E-12  6.62E-13  3.79E-13  2.03E-13  8.14E-14  3.83E-14  1.73E-14  5.70E-15  2.40E-15
             9.88E-16  3.00E-16  1.20E-16  4.78E-17  1.40E-17  5.45E-18  2.11E-18  5.90E-19  2.22E-19
    25       1.75E-12  1.13E-12  5.81E-13  3.27E-13  1.73E-13  6.79E-14  3.16E-14  1.41E-14  4.61E-15  1.93E-15
             7.90E-16  2.39E-16  9.53E-17  3.78E-17  1.10E-17  4.29E-18  1.66E-18  4.63E-19  1.74E-19
    26       1.52E-12  9.62E-13  4.83E-13  2.66E-13  1.38E-13  5.29E-14  2.42E-14  1.07E-14  3.45E-15  1.43E-15
             5.83E-16  1.75E-16  6.96E-17  2.75E-17  7.98E-18  3.10E-18  1.20E-18  3.34E-19  1.25E-19
    27       1.33E-12  8.31E-13  4.07E-13  2.20E-13  1.12E-13  4.20E-14  1.90E-14  8.29E-15  2.65E-15  1.09E-15
             4.43E-16  1.32E-16  5.24E-17  2.07E-17  5.98E-18  2.32E-18  8.93E-19  2.49E-19  9.31E-20
    28       1.11E-12  6.79E-13  3.22E-13  1.70E-13  8.42E-14  3.08E-14  1.37E-14  5.91E-15  1.86E-15  7.62E-16
             3.07E-16  9.11E-17  3.60E-17  1.41E-17  4.07E-18  1.58E-18  6.05E-19  1.68E-19  6.28E-20
    29       9.10E-13  5.42E-13  2.47E-13  1.27E-13  6.16E-14  2.20E-14  9.64E-15  4.10E-15  1.28E-15  5.19E-16
             2.08E-16  6.12E-17  2.41E-17  9.42E-18  2.70E-18  1.04E-18  4.00E-19  1.11E-19  4.15E-20
    30       6.70E-13  3.84E-13  1.66E-13  8.24E-14  3.87E-14  1.34E-14  5.74E-15  2.40E-15  7.38E-16  2.97E-16
             1.18E-16  3.44E-17  1.35E-17  5.24E-18  1.50E-18  5.76E-19  2.20E-19  6.08E-20  2.27E-20
    31       5.39E-13  3.01E-13  1.26E-13  6.11E-14  2.82E-14  9.53E-15  4.05E-15  1.68E-15  5.11E-16  2.04E-16
             8.07E-17  2.34E-17  9.13E-18  3.55E-18  1.01E-18  3.88E-19  1.48E-19  4.08E-20  1.52E-20
    32       3.90E-13  2.10E-13  8.41E-14  3.96E-14  1.78E-14  5.87E-15  2.46E-15  1.01E-15  3.03E-16  1.20E-16
             4.72E-17  1.36E-17  5.29E-18  2.05E-18  5.80E-19  2.22E-19  8.45E-20  2.32E-20  8.64E-21
    33       3.03E-13  1.59E-13  6.16E-14  2.84E-14  1.26E-14  4.08E-15  1.69E-15  6.88E-16  2.05E-16  8.09E-17
             3.17E-17  9.09E-18  3.52E-18  1.36E-18  3.84E-19  1.47E-19  5.57E-20  1.53E-20  5.67E-21
    34       2.06E-13  1.04E-13  3.86E-14  1.74E-14  7.53E-15  2.39E-15  9.79E-16  3.95E-16  1.16E-16  4.56E-17
             1.78E-17  5.07E-18  1.95E-18  7.51E-19  2.11E-19  8.05E-20  3.05E-20  8.37E-21  3.11E-21
    35       1.51E-13  7.40E-14  2.67E-14  1.18E-14  5.05E-15  1.58E-15  6.42E-16  2.57E-16  7.51E-17  2.93E-17
             1.14E-17  3.23E-18  1.24E-18  4.76E-19  1.34E-19  5.09E-20  1.93E-20  5.27E-21  1.95E-21
    36       9.18E-14  4.34E-14  1.51E-14  6.50E-15  2.73E-15  8.38E-16  3.36E-16  1.33E-16  3.86E-17  1.50E-17
             5.78E-18  1.63E-18  6.25E-19  2.39E-19  6.68E-20  2.53E-20  9.57E-21  2.61E-21  9.65E-22
    37       6.49E-14  3.00E-14  1.02E-14  4.33E-15  1.80E-15  5.46E-16  2.18E-16  8.59E-17  2.47E-17  9.56E-18
             3.68E-18  1.03E-18  3.95E-19  1.51E-19  4.20E-20  1.59E-20  6.00E-21  1.63E-21  6.03E-22
    38       3.80E-14  1.71E-14  5.61E-15  2.34E-15  9.59E-16  2.87E-16  1.13E-16  4.44E-17  1.27E-17  4.88E-18
             1.87E-18  5.23E-19  1.99E-19  7.57E-20  2.10E-20  7.95E-21  2.99E-21  8.13E-22  3.00E-22
    39       2.55E-14  1.13E-14  3.63E-15  1.50E-15  6.09E-16  1.80E-16  7.09E-17  2.76E-17  7.85E-18  3.01E-18
             1.15E-18  3.21E-19  1.22E-19  4.63E-20  1.28E-20  4.84E-21  1.82E-21  4.93E-22  1.82E-22
    40       1.35E-14  5.79E-15  1.82E-15  7.42E-16  2.97E-16  8.71E-17  3.40E-17  1.32E-17  3.71E-18  1.42E-18
             5.40E-19  1.50E-19  5.68E-20  2.15E-20  5.93E-21  2.23E-21  8.37E-22  2.26E-22  8.34E-23
    41       9.35E-15  3.98E-15  1.24E-15  5.01E-16  2.00E-16  5.81E-17  2.26E-17  8.73E-18  2.46E-18  9.36E-19
             3.56E-19  9.85E-20  3.73E-20  1.41E-20  3.88E-21  1.46E-21  5.47E-22  1.48E-22  5.43E-23
    42       5.47E-15  2.30E-15  7.07E-16  2.84E-16  1.13E-16  3.26E-17  1.26E-17  4.85E-18  1.36E-18  5.17E-19
             1.96E-19  5.42E-20  2.05E-20  7.71E-21  2.12E-21  7.97E-22  2.98E-22  8.06E-23  2.97E-23



 --------------------------
 PRTI= 2  LVLPRT= (2P  0.5)

   INDX TE=  2.25E+03  4.50E+03  1.13E+04  2.25E+04  4.50E+04  1.13E+05  2.25E+05  4.50E+05  1.13E+06  2.25E+06
   ---- ---  4.50E+06  1.13E+07  2.25E+07  4.50E+07  1.13E+08  2.25E+08  4.50E+08  1.13E+09  2.25E+09
     1       1.59E-13  1.13E-13  7.12E-14  5.03E-14  3.54E-14  2.22E-14  1.55E-14  1.07E-14  6.27E-15  4.00E-15
             2.41E-15  1.09E-15  5.49E-16  2.54E-16  8.25E-17  3.30E-17  1.27E-17  3.42E-18  1.24E-18
     2       3.38E-12  2.39E-12  1.51E-12  1.07E-12  7.55E-13  4.77E-13  3.37E-13  2.38E-13  1.50E-13  1.05E-13
             7.29E-14  4.30E-14  2.73E-14  1.64E-14  7.46E-15  3.79E-15  1.80E-15  6.14E-16  2.56E-16
     3       7.19E-12  5.08E-12  3.21E-12  2.27E-12  1.61E-12  1.02E-12  7.18E-13  5.07E-13  3.20E-13  2.24E-13
             1.55E-13  9.15E-14  5.83E-14  3.49E-14  1.59E-14  8.07E-15  3.84E-15  1.31E-15  5.46E-16
     4       6.54E-38  4.62E-38  2.92E-38  2.07E-38  1.46E-38  9.24E-39  6.53E-39  4.62E-39  2.91E-39  2.04E-39
             1.41E-39  8.35E-40  5.32E-40  3.19E-40  1.45E-40  7.38E-41  3.51E-41  1.20E-41  5.00E-42
     5       2.64E-12  1.87E-12  1.18E-12  8.35E-13  5.91E-13  3.74E-13  2.64E-13  1.87E-13  1.19E-13  8.37E-14
             5.85E-14  3.50E-14  2.26E-14  1.36E-14  6.28E-15  3.21E-15  1.53E-15  5.24E-16  2.19E-16
     6       4.86E-12  3.44E-12  2.17E-12  1.53E-12  1.08E-12  6.79E-13  4.75E-13  3.28E-13  1.95E-13  1.27E-13
             7.75E-14  3.63E-14  1.86E-14  8.76E-15  2.90E-15  1.17E-15  4.52E-16  1.22E-16  4.46E-17
     7       9.78E-12  6.92E-12  4.37E-12  3.09E-12  2.18E-12  1.37E-12  9.56E-13  6.61E-13  3.93E-13  2.55E-13
             1.56E-13  7.32E-14  3.75E-14  1.77E-14  5.84E-15  2.36E-15  9.12E-16  2.47E-16  9.00E-17
     8       7.97E-12  5.63E-12  3.56E-12  2.51E-12  1.77E-12  1.11E-12  7.79E-13  5.39E-13  3.21E-13  2.08E-13
             1.27E-13  5.97E-14  3.06E-14  1.44E-14  4.77E-15  1.93E-15  7.45E-16  2.02E-16  7.36E-17
     9       7.98E-12  5.64E-12  3.57E-12  2.52E-12  1.78E-12  1.12E-12  7.80E-13  5.40E-13  3.22E-13  2.09E-13
             1.28E-13  6.05E-14  3.11E-14  1.47E-14  4.87E-15  1.97E-15  7.61E-16  2.06E-16  7.52E-17
    10       1.40E-12  9.90E-13  6.26E-13  4.42E-13  3.12E-13  1.96E-13  1.37E-13  9.50E-14  5.69E-14  3.71E-14
             2.29E-14  1.09E-14  5.61E-15  2.67E-15  8.88E-16  3.60E-16  1.39E-16  3.79E-17  1.38E-17
    21       9.93E-13  7.02E-13  4.44E-13  3.14E-13  2.22E-13  1.40E-13  9.94E-14  7.03E-14  4.44E-14  3.11E-14
             2.15E-14  1.26E-14  7.94E-15  4.72E-15  2.13E-15  1.08E-15  5.10E-16  1.74E-16  7.26E-17
    22       2.72E-12  1.93E-12  1.22E-12  8.61E-13  6.09E-13  3.85E-13  2.73E-13  1.93E-13  1.22E-13  8.55E-14
             5.90E-14  3.46E-14  2.19E-14  1.30E-14  5.87E-15  2.97E-15  1.41E-15  4.78E-16  2.00E-16
    23       1.36E-39  9.64E-40  6.09E-40  4.31E-40  3.05E-40  1.93E-40  1.37E-40  9.69E-41  6.13E-41  4.31E-41
             2.98E-41  1.75E-41  1.11E-41  6.61E-42  2.99E-42  1.51E-42  7.17E-43  2.44E-43  1.02E-43
    24       2.33E-13  1.65E-13  1.04E-13  7.38E-14  5.22E-14  3.31E-14  2.34E-14  1.66E-14  1.05E-14  7.41E-15
             5.14E-15  3.03E-15  1.92E-15  1.15E-15  5.20E-16  2.63E-16  1.25E-16  4.25E-17  1.78E-17
    25       3.29E-12  2.32E-12  1.47E-12  1.04E-12  7.31E-13  4.59E-13  3.21E-13  2.22E-13  1.32E-13  8.56E-14
             5.23E-14  2.44E-14  1.24E-14  5.83E-15  1.92E-15  7.73E-16  2.98E-16  8.08E-17  2.94E-17
    26       1.75E-12  1.24E-12  7.80E-13  5.51E-13  3.89E-13  2.44E-13  1.71E-13  1.18E-13  7.06E-14  4.57E-14
             2.80E-14  1.31E-14  6.67E-15  3.14E-15  1.03E-15  4.17E-16  1.61E-16  4.35E-17  1.58E-17
    27       3.59E-12  2.54E-12  1.60E-12  1.13E-12  7.99E-13  5.02E-13  3.51E-13  2.43E-13  1.45E-13  9.39E-14
             5.75E-14  2.69E-14  1.37E-14  6.44E-15  2.12E-15  8.56E-16  3.30E-16  8.94E-17  3.25E-17
    28       1.18E-38  8.35E-39  5.27E-39  3.73E-39  2.63E-39  1.65E-39  1.16E-39  8.01E-40  4.78E-40  3.10E-40
             1.90E-40  8.86E-41  4.51E-41  2.12E-41  6.95E-42  2.80E-42  1.08E-42  2.91E-43  1.06E-43
    29       8.82E-13  6.24E-13  3.94E-13  2.78E-13  1.96E-13  1.23E-13  8.64E-14  5.99E-14  3.58E-14  2.32E-14
             1.43E-14  6.69E-15  3.42E-15  1.61E-15  5.31E-16  2.14E-16  8.27E-17  2.24E-17  8.16E-18
    30       8.78E-13  6.21E-13  3.92E-13  2.77E-13  1.96E-13  1.23E-13  8.61E-14  5.97E-14  3.57E-14  2.32E-14
             1.43E-14  6.71E-15  3.43E-15  1.62E-15  5.34E-16  2.16E-16  8.32E-17  2.26E-17  8.21E-18
    31       8.41E-13  5.94E-13  3.75E-13  2.65E-13  1.87E-13  1.18E-13  8.24E-14  5.72E-14  3.42E-14  2.23E-14
             1.37E-14  6.45E-15  3.31E-15  1.56E-15  5.15E-16  2.08E-16  8.03E-17  2.18E-17  7.92E-18
    32       3.73E-12  2.63E-12  1.66E-12  1.17E-12  8.21E-13  5.07E-13  3.46E-13  2.29E-13  1.23E-13  7.10E-14
             3.74E-14  1.39E-14  5.99E-15  2.41E-15  6.73E-16  2.48E-16  8.95E-17  2.30E-17  8.16E-18
    33       1.05E-12  7.44E-13  4.70E-13  3.32E-13  2.34E-13  1.47E-13  1.03E-13  7.16E-14  4.29E-14  2.79E-14
             1.72E-14  8.10E-15  4.15E-15  1.96E-15  6.48E-16  2.62E-16  1.01E-16  2.74E-17  9.96E-18
    34       3.34E-12  2.36E-12  1.49E-12  1.05E-12  7.35E-13  4.55E-13  3.10E-13  2.06E-13  1.11E-13  6.37E-14
             3.36E-14  1.25E-14  5.39E-15  2.17E-15  6.06E-16  2.23E-16  8.07E-17  2.07E-17  7.36E-18
    35       1.79E-12  1.26E-12  7.97E-13  5.61E-13  3.94E-13  2.44E-13  1.66E-13  1.10E-13  5.93E-14  3.42E-14
             1.80E-14  6.72E-15  2.89E-15  1.17E-15  3.26E-16  1.20E-16  4.33E-17  1.11E-17  3.95E-18
    36       2.53E-39  1.79E-39  1.13E-39  7.94E-40  5.57E-40  3.45E-40  2.35E-40  1.56E-40  8.40E-41  4.84E-41
             2.55E-41  9.50E-42  4.09E-42  1.64E-42  4.59E-43  1.69E-43  6.11E-44  1.57E-44  5.57E-45
    37       8.53E-13  6.03E-13  3.81E-13  2.69E-13  1.90E-13  1.20E-13  8.38E-14  5.82E-14  3.50E-14  2.28E-14
             1.41E-14  6.67E-15  3.43E-15  1.62E-15  5.36E-16  2.17E-16  8.37E-17  2.27E-17  8.26E-18
    38       1.78E-12  1.26E-12  7.94E-13  5.59E-13  3.92E-13  2.43E-13  1.66E-13  1.10E-13  5.93E-14  3.42E-14
             1.81E-14  6.76E-15  2.91E-15  1.17E-15  3.28E-16  1.21E-16  4.37E-17  1.12E-17  3.99E-18
    39       1.80E-12  1.27E-12  8.02E-13  5.65E-13  3.97E-13  2.45E-13  1.68E-13  1.11E-13  6.00E-14  3.46E-14
             1.83E-14  6.84E-15  2.95E-15  1.19E-15  3.33E-16  1.22E-16  4.43E-17  1.14E-17  4.04E-18
    40       7.31E-13  5.16E-13  3.26E-13  2.29E-13  1.61E-13  9.96E-14  6.81E-14  4.52E-14  2.44E-14  1.41E-14
             7.45E-15  2.79E-15  1.20E-15  4.85E-16  1.36E-16  5.00E-17  1.81E-17  4.64E-18  1.65E-18
    41       1.49E-13  1.05E-13  6.65E-14  4.69E-14  3.29E-14  2.04E-14  1.39E-14  9.24E-15  4.99E-15  2.88E-15
             1.53E-15  5.71E-16  2.46E-16  9.94E-17  2.78E-17  1.02E-17  3.70E-18  9.51E-19  3.38E-19
    42       3.11E-14  2.20E-14  1.39E-14  9.77E-15  6.85E-15  4.24E-15  2.90E-15  1.93E-15  1.04E-15  6.01E-16
             3.18E-16  1.19E-16  5.14E-17  2.07E-17  5.80E-18  2.14E-18  7.72E-19  1.98E-19  7.05E-20
    43       1.45E-40  1.02E-40  6.45E-41  4.55E-41  3.20E-41  2.00E-41  1.38E-41  9.36E-42  5.29E-42  3.20E-42
             1.78E-42  7.09E-43  3.17E-43  1.32E-43  3.77E-44  1.40E-44  5.10E-45  1.31E-45  4.67E-46
    44       1.85E-13  1.31E-13  8.26E-14  5.84E-14  4.12E-14  2.60E-14  1.82E-14  1.27E-14  7.65E-15  5.02E-15
             3.12E-15  1.48E-15  7.64E-16  3.62E-16  1.20E-16  4.87E-17  1.88E-17  5.11E-18  1.86E-18
    45       3.44E-13  2.43E-13  1.53E-13  1.08E-13  7.58E-14  4.69E-14  3.21E-14  2.14E-14  1.16E-14  6.72E-15
             3.57E-15  1.34E-15  5.80E-16  2.34E-16  6.57E-17  2.42E-17  8.75E-18  2.25E-18  7.99E-19
    46       1.03E-12  7.28E-13  4.59E-13  3.23E-13  2.27E-13  1.41E-13  9.62E-14  6.40E-14  3.47E-14  2.01E-14
             1.07E-14  4.03E-15  1.74E-15  7.04E-16  1.97E-16  7.27E-17  2.63E-17  6.75E-18  2.40E-18
    61       4.44E-13  3.14E-13  1.98E-13  1.40E-13  9.92E-14  6.27E-14  4.44E-14  3.14E-14  1.97E-14  1.37E-14
             9.40E-15  5.42E-15  3.39E-15  2.00E-15  8.96E-16  4.51E-16  2.13E-16  7.23E-17  3.02E-17
    62       1.30E-12  9.22E-13  5.83E-13  4.12E-13  2.92E-13  1.84E-13  1.30E-13  9.22E-14  5.80E-14  4.04E-14
             2.77E-14  1.60E-14  1.00E-14  5.89E-15  2.64E-15  1.33E-15  6.28E-16  2.13E-16  8.91E-17
    63       2.41E-39  1.71E-39  1.08E-39  7.63E-40  5.40E-40  3.42E-40  2.42E-40  1.72E-40  1.08E-40  7.60E-41
             5.23E-41  3.04E-41  1.91E-41  1.13E-41  5.07E-42  2.56E-42  1.21E-42  4.10E-43  1.71E-43
    64       2.07E-14  1.46E-14  9.24E-15  6.54E-15  4.62E-15  2.93E-15  2.08E-15  1.47E-15  9.32E-16  6.54E-16
             4.51E-16  2.62E-16  1.65E-16  9.74E-17  4.38E-17  2.21E-17  1.04E-17  3.55E-18  1.48E-18
    65       1.55E-12  1.10E-12  6.94E-13  4.90E-13  3.46E-13  2.17E-13  1.52E-13  1.05E-13  6.25E-14  4.04E-14
             2.46E-14  1.14E-14  5.79E-15  2.71E-15  8.90E-16  3.58E-16  1.38E-16  3.73E-17  1.36E-17
    66       2.23E-12  1.57E-12  9.95E-13  7.03E-13  4.96E-13  3.12E-13  2.18E-13  1.51E-13  9.00E-14  5.82E-14
             3.56E-14  1.65E-14  8.41E-15  3.94E-15  1.29E-15  5.21E-16  2.01E-16  5.43E-17  1.97E-17
    67       1.39E-12  9.83E-13  6.21E-13  4.39E-13  3.10E-13  1.95E-13  1.36E-13  9.43E-14  5.62E-14  3.63E-14
             2.22E-14  1.03E-14  5.24E-15  2.46E-15  8.07E-16  3.25E-16  1.25E-16  3.39E-17  1.23E-17
    68       4.57E-13  3.23E-13  2.04E-13  1.44E-13  1.02E-13  6.41E-14  4.49E-14  3.11E-14  1.86E-14  1.20E-14
             7.36E-15  3.43E-15  1.75E-15  8.19E-16  2.69E-16  1.08E-16  4.18E-17  1.13E-17  4.11E-18
    69       2.29E-12  1.62E-12  1.02E-12  7.21E-13  5.06E-13  3.13E-13  2.14E-13  1.42E-13  7.62E-14  4.38E-14
             2.31E-14  8.59E-15  3.69E-15  1.48E-15  4.14E-16  1.52E-16  5.51E-17  1.41E-17  5.02E-18
    70       3.58E-39  2.53E-39  1.60E-39  1.13E-39  7.99E-40  5.03E-40  3.52E-40  2.45E-40  1.47E-40  9.53E-41
             5.85E-41  2.73E-41  1.39E-41  6.51E-42  2.14E-42  8.59E-43  3.31E-43  8.95E-44  3.25E-44
    71       1.27E-13  8.95E-14  5.66E-14  4.00E-14  2.82E-14  1.78E-14  1.24E-14  8.63E-15  5.16E-15  3.35E-15
             2.06E-15  9.59E-16  4.89E-16  2.30E-16  7.55E-17  3.04E-17  1.17E-17  3.18E-18  1.15E-18
    72       2.71E-12  1.91E-12  1.21E-12  8.50E-13  5.97E-13  3.69E-13  2.52E-13  1.67E-13  9.02E-14  5.20E-14
             2.74E-14  1.02E-14  4.39E-15  1.77E-15  4.93E-16  1.81E-16  6.55E-17  1.68E-17  5.98E-18
    73       2.92E-14  2.06E-14  1.30E-14  9.22E-15  6.51E-15  4.09E-15  2.87E-15  1.99E-15  1.19E-15  7.77E-16
